title,genre,year,director1,producer1,producer2,runningTime,writer1,writer2,actor1,actor2
Jason and the Argonauts,Adventure,1963,Chaffey  Don,Harryhausen  Ray,Schneer  Charles H.,104,Cross  Beverley,Read  Jan,Armstrong  Todd (I),Naismith  Laurence
Jason and the Argonauts,Family,1963,Chaffey  Don,Harryhausen  Ray,Schneer  Charles H.,104,Cross  Beverley,Read  Jan,Armstrong  Todd (I),Naismith  Laurence
Jason and the Argonauts,Fantasy,1963,Chaffey  Don,Harryhausen  Ray,Schneer  Charles H.,104,Cross  Beverley,Read  Jan,Armstrong  Todd (I),Naismith  Laurence
You Have to Run Fast,Crime,1961,Cahn  Edward L.,Kent  Robert E.,?,73,Hampton  Orville H.,?,Bouchey  Willis,Hill  Craig (I)
You Have to Run Fast,Drama,1961,Cahn  Edward L.,Kent  Robert E.,?,73,Hampton  Orville H.,?,Bouchey  Willis,Hill  Craig (I)
Sunset Cove,Comedy,1978,Adamson  Al,DiDio  Tony (I),Fisher  Kenneth J.,87,Donnelly  Budd,Maintenant  Cash,Andrews  Ray (I),Larson  Jay B.
Altered Species,Horror,2001,Rodnunsky  Serge,Burke  William (IV),Cunningham  Matt (I),91,Rodnunsky  Serge,?,Broughton  Robert,Haff  Allen Lee
Altered Species,Thriller,2001,Rodnunsky  Serge,Burke  William (IV),Cunningham  Matt (I),91,Rodnunsky  Serge,?,Broughton  Robert,Haff  Allen Lee
Un camino al cielo,Adventure,1975,Mart?nez  Arturo (I),Gazc?n  Edgardo (II),Mart?nez  Arturo (I),87,Mart?nez  Arturo (I),?,Gallardo  Juan (I),Reyes  Gerardo (I)
Un camino al cielo,Comedy,1975,Mart?nez  Arturo (I),Gazc?n  Edgardo (II),Mart?nez  Arturo (I),87,Mart?nez  Arturo (I),?,Gallardo  Juan (I),Reyes  Gerardo (I)
Un camino al cielo,Drama,1975,Mart?nez  Arturo (I),Gazc?n  Edgardo (II),Mart?nez  Arturo (I),87,Mart?nez  Arturo (I),?,Gallardo  Juan (I),Reyes  Gerardo (I)
Un camino al cielo,Music,1975,Mart?nez  Arturo (I),Gazc?n  Edgardo (II),Mart?nez  Arturo (I),87,Mart?nez  Arturo (I),?,Gallardo  Juan (I),Reyes  Gerardo (I)
Moonshine County Express,Action,1977,Trikonis  Gus,Carlin  Ed (I),Hreljanovic  Doro Vlado,95,Ansley  Daniel,Smith  Hubert (I),Conrad  William (I),Saxon  John
Moonshine County Express,Crime,1977,Trikonis  Gus,Carlin  Ed (I),Hreljanovic  Doro Vlado,95,Ansley  Daniel,Smith  Hubert (I),Conrad  William (I),Saxon  John
Moonshine County Express,Drama,1977,Trikonis  Gus,Carlin  Ed (I),Hreljanovic  Doro Vlado,95,Ansley  Daniel,Smith  Hubert (I),Conrad  William (I),Saxon  John
Nearly a Nasty Accident,Comedy,1961,Chaffey  Don,Ostrer  Bertram,?,86,Carr  David (I),Davies  Jack (I),Barker  Eric (I),Connor  Kenneth (I)
Uno para la horca,Drama,1974,Mariscal  Alberto,Rosas Priego  Alfonso,?,85,Luger  Keith,Ob?n  Ram?n (II),Baled?n  Rafael (I),Rodr?guez  Milton
Uno para la horca,Western,1974,Mariscal  Alberto,Rosas Priego  Alfonso,?,85,Luger  Keith,Ob?n  Ram?n (II),Baled?n  Rafael (I),Rodr?guez  Milton
Firework,Romance,2008,Huang  James (II),Huang  James (II),?,12,Shinobu  Muni,?,Yayoi  Ushinosuke,?
Firework,Short,2008,Huang  James (II),Huang  James (II),?,12,Shinobu  Muni,?,Yayoi  Ushinosuke,?
Cadillac Man,Comedy,1990,Donaldson  Roger,Donaldson  Roger,Hundhausen  Anne Catherine,97,Friedman  Ken (I),?,Robbins  Tim (I),Williams  Robin (I)
Cadillac Man,Crime,1990,Donaldson  Roger,Donaldson  Roger,Hundhausen  Anne Catherine,97,Friedman  Ken (I),?,Robbins  Tim (I),Williams  Robin (I)
Da dao,Action,1973,Ting  Shan-Hsi,Lai  Kuo Tsai,Yang  Ching-fung,90,Ting  Shan-Hsi,?,Chang  Paul (I),Tien  Yeh
Da dao,Adventure,1973,Ting  Shan-Hsi,Lai  Kuo Tsai,Yang  Ching-fung,90,Ting  Shan-Hsi,?,Chang  Paul (I),Tien  Yeh
Species II,Horror,1998,Medak  Peter (I),Feldman  Dennis,Mancuso Jr.  Frank,93,Brancato  Chris,Feldman  Dennis,Madsen  Michael (I),Williamson  Mykelti
Species II,Sci-Fi,1998,Medak  Peter (I),Feldman  Dennis,Mancuso Jr.  Frank,93,Brancato  Chris,Feldman  Dennis,Madsen  Michael (I),Williamson  Mykelti
Une histoire simple,Drama,1978,Sautet  Claude,Wendlandt  Horst,?,107,Dabadie  Jean-Loup,Sautet  Claude,Brasseur  Claude (I),Cremer  Bruno
Superman III,Action,1983,Lester  Richard (I),Salkind  Ilya,Simmonds  Robert,125,Newman  David (III),Newman  Leslie (I),Cooper  Jackie (I),McClure  Marc (I)
Superman III,Comedy,1983,Lester  Richard (I),Salkind  Ilya,Simmonds  Robert,125,Newman  David (III),Newman  Leslie (I),Cooper  Jackie (I),McClure  Marc (I)
Superman III,Sci-Fi,1983,Lester  Richard (I),Salkind  Ilya,Simmonds  Robert,125,Newman  David (III),Newman  Leslie (I),Cooper  Jackie (I),McClure  Marc (I)
The Masked Saint,Action,2016,Sonoda  Warren P.,Anselmo  David,Granstaff  Gary,111,Crowell  Scott (I),Crowell  Scott (I),Granstaff  Brett,?
The Masked Saint,Biography,2016,Sonoda  Warren P.,Anselmo  David,Granstaff  Gary,111,Crowell  Scott (I),Crowell  Scott (I),Granstaff  Brett,?
The Masked Saint,Crime,2016,Sonoda  Warren P.,Anselmo  David,Granstaff  Gary,111,Crowell  Scott (I),Crowell  Scott (I),Granstaff  Brett,?
The Masked Saint,Drama,2016,Sonoda  Warren P.,Anselmo  David,Granstaff  Gary,111,Crowell  Scott (I),Crowell  Scott (I),Granstaff  Brett,?
The Masked Saint,Family,2016,Sonoda  Warren P.,Anselmo  David,Granstaff  Gary,111,Crowell  Scott (I),Crowell  Scott (I),Granstaff  Brett,?
The Masked Saint,Fantasy,2016,Sonoda  Warren P.,Anselmo  David,Granstaff  Gary,111,Crowell  Scott (I),Crowell  Scott (I),Granstaff  Brett,?
The Magic of Lassie,Drama,1978,Chaffey  Don,Beaudine Jr.  William,Granville  Bonita,100,Holloway  Jean (I),Sherman  Richard M.,Roberts  Pernell,Rooney  Mickey (I)
The Magic of Lassie,Family,1978,Chaffey  Don,Beaudine Jr.  William,Granville  Bonita,100,Holloway  Jean (I),Sherman  Richard M.,Roberts  Pernell,Rooney  Mickey (I)
The Magic of Lassie,Musical,1978,Chaffey  Don,Beaudine Jr.  William,Granville  Bonita,100,Holloway  Jean (I),Sherman  Richard M.,Roberts  Pernell,Rooney  Mickey (I)
Wild and Wonderful,Comedy,1964,Anderson  Michael (I),Hecht  Harold,?,88,Crider  Dorothy,Markes  Larry (I),Curtis  Tony (I),Olaf  Pierre
Vivi o preferibilmente morti,Comedy,1969,Tessari  Duccio,Flaiano  Ennio,?,103,Flaiano  Ennio,Flaiano  Ennio,Benvenuti  Nino,Gemma  Giuliano
Vivi o preferibilmente morti,Western,1969,Tessari  Duccio,Flaiano  Ennio,?,103,Flaiano  Ennio,Flaiano  Ennio,Benvenuti  Nino,Gemma  Giuliano
Jie zi zhan shi,Action,1992,Lai  David (I),Chan  Che Wei,Chan  Pui-Wah,99,Chan  Che Wei,Lui  Sau Pung,Chin  Kar Lok,Liu  Chia-Liang
Jie zi zhan shi,Comedy,1992,Lai  David (I),Chan  Che Wei,Chan  Pui-Wah,99,Chan  Che Wei,Lui  Sau Pung,Chin  Kar Lok,Liu  Chia-Liang
A Piece of the Action,Comedy,1977,Poitier  Sidney,Herring  Pembroke J.,Tucker  Melville,135,Blackwell  Charles (III),March  Timothy (I),Cosby  Bill,Jones  James Earl
A Piece of the Action,Crime,1977,Poitier  Sidney,Herring  Pembroke J.,Tucker  Melville,135,Blackwell  Charles (III),March  Timothy (I),Cosby  Bill,Jones  James Earl
Romanzo criminale,Crime,2005,Placido  Michele,Chimenz  Marco,Conversi  Fabio,152,De Cataldo  Giancarlo,De Cataldo  Giancarlo,Favino  Pierfrancesco,Rossi Stuart  Kim
Romanzo criminale,Drama,2005,Placido  Michele,Chimenz  Marco,Conversi  Fabio,152,De Cataldo  Giancarlo,De Cataldo  Giancarlo,Favino  Pierfrancesco,Rossi Stuart  Kim
El padre Pistolas,Comedy,1961,Soler  Juli?n (I),D?vila Guajardo  Heberto,Sotomayor Mart?nez  Jes?s,90,Fern?ndez Uns?in  Jos? Mar?a,Varela  Alfredo (I),L?pez Moctezuma  Carlos,Pulido  ?scar
El padre Pistolas,Drama,1961,Soler  Juli?n (I),D?vila Guajardo  Heberto,Sotomayor Mart?nez  Jes?s,90,Fern?ndez Uns?in  Jos? Mar?a,Varela  Alfredo (I),L?pez Moctezuma  Carlos,Pulido  ?scar
El padre Pistolas,Western,1961,Soler  Juli?n (I),D?vila Guajardo  Heberto,Sotomayor Mart?nez  Jes?s,90,Fern?ndez Uns?in  Jos? Mar?a,Varela  Alfredo (I),L?pez Moctezuma  Carlos,Pulido  ?scar
Lo que importa es vivir,Drama,1987,Alcoriza  Luis,L?pez  H?ctor (II),?,113,Alcoriza  Janet,Alcoriza  Luis,G?mez Cruz  Ernesto,Vega  Gonzalo (I)
Lo que importa es vivir,Romance,1987,Alcoriza  Luis,L?pez  H?ctor (II),?,113,Alcoriza  Janet,Alcoriza  Luis,G?mez Cruz  Ernesto,Vega  Gonzalo (I)
Deadbeat at Dawn,Action,1988,Van Bebber  Jim,King  Mike (II),?,80,Van Bebber  Jim,?,Harper  Paul (IV),Van Bebber  Jim
Deadbeat at Dawn,Crime,1988,Van Bebber  Jim,King  Mike (II),?,80,Van Bebber  Jim,?,Harper  Paul (IV),Van Bebber  Jim
The Serpent and the Rainbow,Horror,1988,Craven  Wes,Barish  Keith,Claybourne  Doug,98,Davis  Wade (I),Maxwell  Richard (I),Mokae  Zakes,Pullman  Bill (I)
Marathon Man,Crime,1976,Schlesinger  John (I),Beckerman  Sidney (I),Evans  Robert (I),125,Goldman  William (I),Goldman  William (I),Devane  William,Hoffman  Dustin
Marathon Man,Thriller,1976,Schlesinger  John (I),Beckerman  Sidney (I),Evans  Robert (I),125,Goldman  William (I),Goldman  William (I),Devane  William,Hoffman  Dustin
Running from Defeat,Action,2013,Chan  Vincent (III),Hon  Albert,?,7,Chan  Vincent (III),?,Chan  Jamie (IV),Chan  Vincent (III)
Running from Defeat,Drama,2013,Chan  Vincent (III),Hon  Albert,?,7,Chan  Vincent (III),?,Chan  Jamie (IV),Chan  Vincent (III)
Running from Defeat,Short,2013,Chan  Vincent (III),Hon  Albert,?,7,Chan  Vincent (III),?,Chan  Jamie (IV),Chan  Vincent (III)
Der Bildwerfer,Documentary,2010,?,H?bner  Alice,?,39,H?bner  Alice,Podlasly  Elmar,Appel  Fritz,Bircks  Alfred
Der Bildwerfer,Short,2010,?,H?bner  Alice,?,39,H?bner  Alice,Podlasly  Elmar,Appel  Fritz,Bircks  Alfred
Final Equinox,Action,1995,Rodnunsky  Serge,Arcure  Samuel S.,Bates  Dan (I),90,Rodnunsky  Serge,?,Lara  Joe (I),Warner  David (I)
Final Equinox,Sci-Fi,1995,Rodnunsky  Serge,Arcure  Samuel S.,Bates  Dan (I),90,Rodnunsky  Serge,?,Lara  Joe (I),Warner  David (I)
Shaft in Africa,Action,1973,Guillermin  John,Dupont  Ren?,Lewis  Roger H.,112,Silliphant  Stirling (I),Tidyman  Ernest,Finlay  Frank,Roundtree  Richard
Shaft in Africa,Adventure,1973,Guillermin  John,Dupont  Ren?,Lewis  Roger H.,112,Silliphant  Stirling (I),Tidyman  Ernest,Finlay  Frank,Roundtree  Richard
Shaft in Africa,Crime,1973,Guillermin  John,Dupont  Ren?,Lewis  Roger H.,112,Silliphant  Stirling (I),Tidyman  Ernest,Finlay  Frank,Roundtree  Richard
Shaft in Africa,Drama,1973,Guillermin  John,Dupont  Ren?,Lewis  Roger H.,112,Silliphant  Stirling (I),Tidyman  Ernest,Finlay  Frank,Roundtree  Richard
La sonrisa de los pobres,Comedy,1964,Baled?n  Rafael (I),Walerstein  Gregorio,?,100,Baled?n  Rafael (I),Ruanova  Alfredo,Alem?n  Julio,Junco  Tito (I)
La sonrisa de los pobres,Drama,1964,Baled?n  Rafael (I),Walerstein  Gregorio,?,100,Baled?n  Rafael (I),Ruanova  Alfredo,Alem?n  Julio,Junco  Tito (I)
La sonrisa de los pobres,Musical,1964,Baled?n  Rafael (I),Walerstein  Gregorio,?,100,Baled?n  Rafael (I),Ruanova  Alfredo,Alem?n  Julio,Junco  Tito (I)
Aashiqui,Drama,1990,Bhatt  Mahesh (I),Bhatt  Mukesh (I),Kumar  Gulshan (I),152,Bhatt  Robin,Bhatt  Robin,Alter  Tom,Gill  Avtar
Aashiqui,Musical,1990,Bhatt  Mahesh (I),Bhatt  Mukesh (I),Kumar  Gulshan (I),152,Bhatt  Robin,Bhatt  Robin,Alter  Tom,Gill  Avtar
Aashiqui,Romance,1990,Bhatt  Mahesh (I),Bhatt  Mukesh (I),Kumar  Gulshan (I),152,Bhatt  Robin,Bhatt  Robin,Alter  Tom,Gill  Avtar
Hell Up in Harlem,Crime,1973,Cohen  Larry (I),Arkoff  Samuel Z.,Cohen  Larry (I),94,Cohen  Larry (I),?,Williamson  Fred,?
Hell Up in Harlem,Drama,1973,Cohen  Larry (I),Arkoff  Samuel Z.,Cohen  Larry (I),94,Cohen  Larry (I),?,Williamson  Fred,?
House of Mortal Sin,Horror,1976,Walker  Pete (I),Walker  Pete (I),?,104,McGillivray  David,Walker  Pete (I),Eshley  Norman,Sharp  Anthony
Mosura tai Gojira,Action,1964,Honda  Ishir?,Fujimoto  Sanezumi,Tanaka  Tomoyuki (I),89,Sekizawa  Shin'ichi,?,Fujiki  Y?,Koizumi  Hiroshi (I)
Mosura tai Gojira,Adventure,1964,Honda  Ishir?,Fujimoto  Sanezumi,Tanaka  Tomoyuki (I),89,Sekizawa  Shin'ichi,?,Fujiki  Y?,Koizumi  Hiroshi (I)
Mosura tai Gojira,Fantasy,1964,Honda  Ishir?,Fujimoto  Sanezumi,Tanaka  Tomoyuki (I),89,Sekizawa  Shin'ichi,?,Fujiki  Y?,Koizumi  Hiroshi (I)
Mosura tai Gojira,Sci-Fi,1964,Honda  Ishir?,Fujimoto  Sanezumi,Tanaka  Tomoyuki (I),89,Sekizawa  Shin'ichi,?,Fujiki  Y?,Koizumi  Hiroshi (I)
Mysterious Skin,Drama,2004,Araki  Gregg,Araki  Gregg,Barendrecht  Wouter,105,Araki  Gregg,Heim  Scott (II),Ellison  Chase (I),Webster  George (IV)
The Kingfisher Caper,Drama,1975,de Villiers  Dirk,Vlok  Ben,?,86,Boulting  Roy,Marcus  Lee (I),Cypher  Jon,McCallum  David (I)
Clase z tropical,Action,2000,Coyula  Miguel,Coyula  Miguel,?,6,Coyula  Miguel,?,Castillo  Miguel (III),Milian  Heber
Clase z tropical,Comedy,2000,Coyula  Miguel,Coyula  Miguel,?,6,Coyula  Miguel,?,Castillo  Miguel (III),Milian  Heber
Clase z tropical,Short,2000,Coyula  Miguel,Coyula  Miguel,?,6,Coyula  Miguel,?,Castillo  Miguel (III),Milian  Heber
Tikim,Comedy,2001,Reyes  Jose Javier,Chan  Charyl,Tan  Robbie,90,Reyes  Jose Javier,?,Litton  Leonardo,Velayo  Rodel
Tikim,Romance,2001,Reyes  Jose Javier,Chan  Charyl,Tan  Robbie,90,Reyes  Jose Javier,?,Litton  Leonardo,Velayo  Rodel
Un Quijote sin mancha,Comedy,1969,Delgado  Miguel M. (I),Gelman  Jacques,?,100,Cantinflas,Le?n  Carlos (II),Garasa  ?ngel,?
Un Quijote sin mancha,Drama,1969,Delgado  Miguel M. (I),Gelman  Jacques,?,100,Cantinflas,Le?n  Carlos (II),Garasa  ?ngel,?
The Bride and the Lover,Comedy,2013,Lamangan  Joel,Calmerin  Lea A.,Laquindanum  Christy,105,Vera  Rody,?,Avelino  Paulo,Bascon  Joem
The Bride and the Lover,Drama,2013,Lamangan  Joel,Calmerin  Lea A.,Laquindanum  Christy,105,Vera  Rody,?,Avelino  Paulo,Bascon  Joem
Angaeggin chowon,Drama,1967,Ko  Young Nam (I),Kim  Tae-su,?,100,Yu  Yeol,?,Lee  Sun-jae,Shin  Sung-il
Bloody Mama,Crime,1970,Corman  Roger,Arkoff  Samuel Z.,Corman  Roger,90,Peters  Don (I),Thom  Robert (I),Hingle  Pat,Stroud  Don (I)
Bloody Mama,Drama,1970,Corman  Roger,Arkoff  Samuel Z.,Corman  Roger,90,Peters  Don (I),Thom  Robert (I),Hingle  Pat,Stroud  Don (I)
The Deadly Affair,Crime,1966,Lumet  Sidney,Lumet  Sidney,O'Dell  Denis,115,Dehn  Paul (I),le Carr?  John,Mason  James (I),Schell  Maximilian
The Deadly Affair,Drama,1966,Lumet  Sidney,Lumet  Sidney,O'Dell  Denis,115,Dehn  Paul (I),le Carr?  John,Mason  James (I),Schell  Maximilian
The Deadly Affair,Mystery,1966,Lumet  Sidney,Lumet  Sidney,O'Dell  Denis,115,Dehn  Paul (I),le Carr?  John,Mason  James (I),Schell  Maximilian
The Deadly Affair,Romance,1966,Lumet  Sidney,Lumet  Sidney,O'Dell  Denis,115,Dehn  Paul (I),le Carr?  John,Mason  James (I),Schell  Maximilian
The Deadly Affair,Thriller,1966,Lumet  Sidney,Lumet  Sidney,O'Dell  Denis,115,Dehn  Paul (I),le Carr?  John,Mason  James (I),Schell  Maximilian
Natale in Sudafrica,Comedy,2010,Parenti  Neri,Amati  Maurizio,Cioccarelli  Giuseppe,105,Bencivenni  Alessandro,Logli  Paolo (I),De Sica  Christian,?
La stanza del vescovo,Comedy,1977,Risi  Dino,Bertolucci  Giovanni,Lucherini  Enrico,110,Benvenuti  Leonardo,Chiara  Piero,Dewaere  Patrick,Tognazzi  Ugo
La stanza del vescovo,Crime,1977,Risi  Dino,Bertolucci  Giovanni,Lucherini  Enrico,110,Benvenuti  Leonardo,Chiara  Piero,Dewaere  Patrick,Tognazzi  Ugo
La stanza del vescovo,Drama,1977,Risi  Dino,Bertolucci  Giovanni,Lucherini  Enrico,110,Benvenuti  Leonardo,Chiara  Piero,Dewaere  Patrick,Tognazzi  Ugo
El sexo de los pobres,Drama,1983,Galindo  Alejandro (I),Camargo  Jorge,?,98,Galindo  Alejandro (I),?,Reyes  Gerardo (I),Reynoso  David
Buttercup Bill,Drama,2014,?,Comley  Emma,Frost  Sadie,96,Bennett  Remy (I),Richard-Froozan  ?milie,Lingerfelt  Pauly,Louison  Evan
Buttercup Bill,Romance,2014,?,Comley  Emma,Frost  Sadie,96,Bennett  Remy (I),Richard-Froozan  ?milie,Lingerfelt  Pauly,Louison  Evan
Karan Arjun,Action,1995,Roshan  Rakesh,Roshan  Rakesh,?,175,Bhowmick  Sachin,Kapoor  Ravi (II),Khan  Salman (I),Khan  Shah Rukh (I)
Karan Arjun,Comedy,1995,Roshan  Rakesh,Roshan  Rakesh,?,175,Bhowmick  Sachin,Kapoor  Ravi (II),Khan  Salman (I),Khan  Shah Rukh (I)
Karan Arjun,Fantasy,1995,Roshan  Rakesh,Roshan  Rakesh,?,175,Bhowmick  Sachin,Kapoor  Ravi (II),Khan  Salman (I),Khan  Shah Rukh (I)
Karan Arjun,Romance,1995,Roshan  Rakesh,Roshan  Rakesh,?,175,Bhowmick  Sachin,Kapoor  Ravi (II),Khan  Salman (I),Khan  Shah Rukh (I)
Grave of the Vampire,Horror,1972,Hayes  John (I),Cady  Daniel (I),?,95,Chase  David (II),Chase  David (II),Pataki  Michael,Smith  William (I)
Daeng Chiliwa Sang Light,Action,1990,Bang  Sun-deok,Kim  Yu-Haeng,?,85,Kang  Won-shik,?,Jo  Chun,Kim  Yu-Haeng
Daeng Chiliwa Sang Light,Family,1990,Bang  Sun-deok,Kim  Yu-Haeng,?,85,Kang  Won-shik,?,Jo  Chun,Kim  Yu-Haeng
Daeng Chiliwa Sang Light,Sci-Fi,1990,Bang  Sun-deok,Kim  Yu-Haeng,?,85,Kang  Won-shik,?,Jo  Chun,Kim  Yu-Haeng
Poetic Justice,Drama,1993,Singleton  John (I),Crozier  Eric (I),Nicolaides  Steve,109,Phillips  Arthur (I),Singleton  John (I),Avery II  Lloyd,Avery  Ch? J.
Poetic Justice,Romance,1993,Singleton  John (I),Crozier  Eric (I),Nicolaides  Steve,109,Phillips  Arthur (I),Singleton  John (I),Avery II  Lloyd,Avery  Ch? J.
Ekeinos ki ekeini,Drama,1967,Andreou  Erricos,Finos  Filopoimin,?,95,Andreou  Erricos,Kontellis  Panos,Emmanuel  Takis,Georgitsis  Faidon
Ekeinos ki ekeini,Horror,1967,Andreou  Erricos,Finos  Filopoimin,?,95,Andreou  Erricos,Kontellis  Panos,Emmanuel  Takis,Georgitsis  Faidon
Ekeinos ki ekeini,Thriller,1967,Andreou  Erricos,Finos  Filopoimin,?,95,Andreou  Erricos,Kontellis  Panos,Emmanuel  Takis,Georgitsis  Faidon
The Raiders of Leyte Gulf,Drama,1962,Romero  Eddie (I),Lynn  Kane W.,Romero  Eddie (I),80,Kuntze  Carl,Romero  Eddie (I),Parsons  Michael (I),Reyes  Efren (I)
The Raiders of Leyte Gulf,War,1962,Romero  Eddie (I),Lynn  Kane W.,Romero  Eddie (I),80,Kuntze  Carl,Romero  Eddie (I),Parsons  Michael (I),Reyes  Efren (I)
Muuttolinnun aika,Comedy,1991,M?ntt?ri  Anssi,Tarjanne  Petra,?,91,M?ntt?ri  Anssi,?,Heiskanen  Kari,Litja  Antti
Muuttolinnun aika,Drama,1991,M?ntt?ri  Anssi,Tarjanne  Petra,?,91,M?ntt?ri  Anssi,?,Heiskanen  Kari,Litja  Antti
Les Patterson Saves the World,Comedy,1987,Miller  George (I),Milliken  Sue,Millstead  Diane,98,Humphries  Barry,Millstead  Diane,Clarke  Andrew (I),Penghlis  Thaao
The Last Great Ride,Comedy,1999,Portillo  Ralph E. (I),Elliott  Jamie (I),Kreutzer  Jim,89,Cahoon  Bonnie,Chilsen  Paul,Borgnine  Ernest,Sharmat  Jeffrey
Le monocle noir,Comedy,1961,Lautner  Georges,Viard  Lucien,?,88,Laroche  Pierre (I),Robert  Jacques (II),Blanchar  Pierre,Blier  Bernard
Le monocle noir,Crime,1961,Lautner  Georges,Viard  Lucien,?,88,Laroche  Pierre (I),Robert  Jacques (II),Blanchar  Pierre,Blier  Bernard
Kirik hayat,Drama,1973,?kten  Zeki,Barlik  Necdet,?,80,Pakel  Vural,?,Inanir  Kadir,Terziyan  Nubar
Kirik hayat,Romance,1973,?kten  Zeki,Barlik  Necdet,?,80,Pakel  Vural,?,Inanir  Kadir,Terziyan  Nubar
Back to Freedom,Adventure,1988,Hall  Ivan (I),Hyman  Henry,Smith  Henry (III),95,Hyman  Henry,?,Brown  Philip (I),Orlandini  Hal
Back to Freedom,Comedy,1988,Hall  Ivan (I),Hyman  Henry,Smith  Henry (III),95,Hyman  Henry,?,Brown  Philip (I),Orlandini  Hal
Back to Freedom,Romance,1988,Hall  Ivan (I),Hyman  Henry,Smith  Henry (III),95,Hyman  Henry,?,Brown  Philip (I),Orlandini  Hal
Liseli kizlar,Drama,1977,Elmas  Orhan,Giz  Berrin,G?kb?r?  Atilla,70,Elmas  Orhan,?,?zer  Sel?uk,?
Beverly Hills Ninja,Action,1997,Dugan  Dennis (I),Bertolli  John,Fischer  Marc S.,88,Feldberg  Mark,Klebanoff  Mitchell,Farley  Chris (I),Parker  Nathaniel
Beverly Hills Ninja,Comedy,1997,Dugan  Dennis (I),Bertolli  John,Fischer  Marc S.,88,Feldberg  Mark,Klebanoff  Mitchell,Farley  Chris (I),Parker  Nathaniel
Fakir milyoner,Comedy,1985,Elmas  Orhan,Senbecerir  Erol,?,72,?nal  Safa,?,Erbil  Mehmet Ali,Inkaya  Semsi
Fakir milyoner,Drama,1985,Elmas  Orhan,Senbecerir  Erol,?,72,?nal  Safa,?,Erbil  Mehmet Ali,Inkaya  Semsi
La loba y la Paloma,Drama,1974,Su?rez  Gonzalo (I),G?mez  Andr?s Vicente,Vives  Francisco,94,Cueto  Juan,Su?rez  Gonzalo (I),Dunn  Michael (I),Pleasence  Donald
La loba y la Paloma,Horror,1974,Su?rez  Gonzalo (I),G?mez  Andr?s Vicente,Vives  Francisco,94,Cueto  Juan,Su?rez  Gonzalo (I),Dunn  Michael (I),Pleasence  Donald
La loba y la Paloma,Thriller,1974,Su?rez  Gonzalo (I),G?mez  Andr?s Vicente,Vives  Francisco,94,Cueto  Juan,Su?rez  Gonzalo (I),Dunn  Michael (I),Pleasence  Donald
Down on Us,Biography,1989,Buchanan  Larry,Buchanan  Larry,Kaplan  Murray M.,117,Buchanan  Larry,?,Camp  Joe (II),Kenyon  Sandy (I)
Down on Us,Drama,1989,Buchanan  Larry,Buchanan  Larry,Kaplan  Murray M.,117,Buchanan  Larry,?,Camp  Joe (II),Kenyon  Sandy (I)
Down on Us,Music,1989,Buchanan  Larry,Buchanan  Larry,Kaplan  Murray M.,117,Buchanan  Larry,?,Camp  Joe (II),Kenyon  Sandy (I)
A Matter of Divorcement,Drama,2012,Anderson  R. Christian,Anderson  R. Christian,Gaines Jr.  Robert L.,11,Anderson  R. Christian,?,Waters  Jim (III),?
A Matter of Divorcement,Short,2012,Anderson  R. Christian,Anderson  R. Christian,Gaines Jr.  Robert L.,11,Anderson  R. Christian,?,Waters  Jim (III),?
La notte di San Lorenzo,Drama,1982,Taviani  Paolo,De Negri  Giuliani G.,?,105,De Negri  Giuliani G.,Guerra  Tonino,Antonutti  Omero,Bigagli  Claudio
La notte di San Lorenzo,War,1982,Taviani  Paolo,De Negri  Giuliani G.,?,105,De Negri  Giuliani G.,Guerra  Tonino,Antonutti  Omero,Bigagli  Claudio
Bikini Goddesses,Comedy,1996,DeCoteau  David,DeCoteau  David,Holeiciuc  Bogdan,82,Walsh  Matthew Jason,?,Butler  Alton,Trandafir  Claudiu
Molii,Comedy,2014,?,Barral  Christophe,Poupard  Julien,13,Boudaoud  Mourad,May  Carine,Mendy  Marcel,Tientcheu  Steve
Molii,Drama,2014,?,Barral  Christophe,Poupard  Julien,13,Boudaoud  Mourad,May  Carine,Mendy  Marcel,Tientcheu  Steve
Molii,Mystery,2014,?,Barral  Christophe,Poupard  Julien,13,Boudaoud  Mourad,May  Carine,Mendy  Marcel,Tientcheu  Steve
Molii,Short,2014,?,Barral  Christophe,Poupard  Julien,13,Boudaoud  Mourad,May  Carine,Mendy  Marcel,Tientcheu  Steve
Drawing Flies,Comedy,1996,?,Cohen  Lisa N.,Cohen  Mark (VI),76,Gissing  Matthew,Ingram  Malcolm (I),Lee  Jason (I),Mewes  Jason
Mondo,Drama,1995,Gatlif  Tony,Culley  Miranda,Noyce  Phillip,80,David  Ian (I),Gatlif  Tony,Balan  Ovidiu,Petit  Philippe (I)
Gallery of Horror,Horror,1967,Hewitt  David L.,Dorn  Ray,Heacock  Gary R.,83,Heacock  Gary R.,Hewitt  David L.,Carradine  John,Gentry  Roger (I)
Gallery of Horror,Sci-Fi,1967,Hewitt  David L.,Dorn  Ray,Heacock  Gary R.,83,Heacock  Gary R.,Hewitt  David L.,Carradine  John,Gentry  Roger (I)
The Double McGuffin,Family,1979,Camp  Joe (I),Camp  Joe (I),?,101,Camp  Joe (I),?,Borgnine  Ernest,Jones  Ed 'Too Tall'
The Double McGuffin,Mystery,1979,Camp  Joe (I),Camp  Joe (I),?,101,Camp  Joe (I),?,Borgnine  Ernest,Jones  Ed 'Too Tall'
