movie_id,title,genre0,genre1,year,cast0,cast1,director,writer,runtime,kind,distributors,languages,countries,rating,producer
69715,And Now the Screaming Starts!,Horror,Horror,1973,Peter Cushing,Herbert Lom,Roy Ward Baker,David Case,91,movie,Cinerama Releasing Corporation,English,UK,5.9,Gustave M. Berne
69818,Il boss,Action,Crime,1973,Henry Silva,Richard Conte,Fernando Di Leo,Peter McCurtin,100,movie,Adria Filmverleih,Italian,Italy,7.1,Armando Novelli
69770,Baxter!,Drama,Drama,1973,Patricia Neal,Jean-Pierre Cassel,Lionel Jeffries,Michel Audiard,100,movie,National General Pictures,English,UK,7.1,John L. Hargreaves
72594,92 in the Shade,Drama,Comedy,1975,Peter Fonda,Warren Oates,Thomas McGuane,Thomas McGuane,93,movie,United Artists,English,USA,6.4,Denis Holt
72791,Cleopatra Jones and the Casino of Gold,Action,Action,1975,Tamara Dobson,Stella Stevens,Charles Bail,Max Julien,94,movie,Warner Bros.,English,Hong Kong,5.6,Run Run Shaw
72812,Conduct Unbecoming,Drama,Crime,1975,Michael York,Richard Attenborough,Michael Anderson,Robert Enders,107,movie,British Lion Film Corporation,English,UK,6.4,Michael Deeley
73096,Hearts of the West,Western,Comedy,1975,Jeff Bridges,Andy Griffith,Howard Zieff,Rob Thompson,102,movie,Metro-Goldwyn-Mayer (MGM),English,USA,6.5,Tony Bill
73275,Legend of the Werewolf,Horror,Horror,1975,Peter Cushing,Ron Moody,Freddie Francis,Anthony Hinds,85,movie,Fox-Rank,English,UK,5.5,Kevin Francis
73411,Mr. Ricco,Crime,Drama,1975,Dean Martin,Eugene Roche,Paul Bogart,Robert Hoban,98,movie,Metro-Goldwyn-Mayer (MGM),English,USA,5.6,Douglas Netter
73601,Rafferty and the Gold Dust Twins,Comedy,Comedy,1975,Alan Arkin,Sally Kellerman,Dick Richards,John Kaye,91,movie,Warner Bros.,English,USA,6,Jerry Bruckheimer
71344,Colpo in canna,Action,Action,1975,Ursula Andress,Woody Strode,Fernando Di Leo,Enzo Dell'Acqua,96,movie,Picturmedia,Italian,Italy,5.1,Armando Novelli
72786,La cittÕ_ sconvolta: caccia spietata ai rapitori,Crime,Crime,1975,Luc Merenda,James Mason,Fernando Di Leo,Fernando Di Leo,97,movie,Cinema Shares International Distribution,Italian,Italy,6.6,Galliano Juso
71987,PerchÕ© si uccide un magistrato,Crime,Drama,1975,Franco Nero,FranÕ_oise Fabian,Damiano Damiani,Damiano Damiani,,movie,Alive Vertrieb und Marketing,Italian,Italy,6.5,Mario Cecchi Gori
71089,99 and 44/100% Dead,Action,Adventure,1974,Richard Harris,Edmond O'Brien,John Frankenheimer,Robert Dillon,98,movie,Twentieth Century Fox Film Corporation,English,USA,5.6,Mickey Borofsky
71459,Einer von uns beiden,Action,Romance,1974,Klaus Schwarzkopf,Elke Sommer,Wolfgang Petersen,Horst Otto Oskar Bosetzky,105,movie,Gloria,German,West Germany,7,GÕ_nther Eulau
72189,Son of Dracula,Comedy,Horror,1974,Harry Nilsson,Ringo Starr,Freddie Francis,Jennifer Jayne,90,movie,Thorn EMI,English,UK,4.8,Ringo Starr
72198,The Spikes Gang,Western,Western,1974,Lee Marvin,Gary Grimes,Richard Fleischer,Irving Ravetch,96,movie,United Artists,English,USA,6.3,Richard Fleischer
72403,The White Dawn,Adventure,Drama,1974,Warren Oates,Timothy Bottoms,Philip Kaufman,James Houston,110,movie,Paramount Pictures,English,USA,7.1,Don Guest
72107,S*P*Y*S,Action,Comedy,1974,Elliott Gould,Donald Sutherland,Irvin Kershner,Lawrence J. Cohen,87,movie,Twentieth Century Fox Film Corporation,English,USA,4.3,Robert Chartoff
70660,La seduzione,Drama,Drama,1973,Maurice Ronet,Lisa Gastoni,Fernando Di Leo,Valentino Bompiani,99,movie,Roadshow Film Distributors,Italian,Italy,6.4,Armando Novelli
70086,Der FuÕªgÕ_nger,Drama,Drama,1973,Peggy Ashcroft,Gertrud Bald,Maximilian Schell,Dagmar Hirtz,98,movie,Constantin Film,German,Switzerland,6.9,Zev Braun
70180,The Hireling,Drama,Drama,1973,Robert Shaw,Sarah Miles,Alan Bridges,L.P. Hartley,108,movie,Columbia International Films,English,UK,6.9,Ben Arbeid
69808,Blume in Love,Comedy,Drama,1973,George Segal,Susan Anspach,Paul Mazursky,Paul Mazursky,115,movie,Warner Bros.,English,USA,6.5,Paul Mazursky
70033,England Made Me,Drama,Drama,1973,Peter Finch,Michael York,Peter Duffell,Graham Greene,100,movie,Cineglobe,English,Yugoslavia,7,C. Robert Allen
131993,Golden Apples of the Sun,Drama,Thriller,1973,Elizabeth Suzuki,Percy Harkness,Barrie McLean,Barrie McLean,86,movie,IFM Film Associates,English,Canada,2.2,Barrie McLean
71647,Idaho Transfer,Sci-Fi,Sci-Fi,1973,Kelly Bohanon,Kevin Hearst,Peter Fonda,Thomas Matthiesen,86,movie,Cinemation Industries,English,USA,5.4,William Hayward
70284,Lady Ice,Crime,Thriller,1973,Donald Sutherland,Jennifer O'Neill,Tom Gries,Harold Clements,93,movie,National General Pictures,English,USA,4.7,Tom Gries
72706,The Black Bird,Comedy,Comedy,1975,George Segal,StÕ©phane Audran,David Giler,Gordon Cotler,110,movie,Columbia Pictures,English,USA,5.3,Michael Levee
74430,"Dr. Black, Mr. Hyde",Horror,Horror,1976,Bernie Casey,Rosalind Cash,William Crain,Larry LeBron,87,movie,Dimension Pictures,English,USA,5,Manfred Bernhard
76320,Escape from the Dark,Family,Drama,1976,Alastair Sim,Peter Barkworth,Charles Jarrott,Burt Kennedy,104,movie,Buena Vista Distribution Company,English,UK,7,Hugh Attwooll
74646,Hot Potato,Action,Comedy,1976,Jim Kelly,George Memmoli,Oscar Williams,Oscar Williams,87,movie,Warner Bros.,English,USA,4,Paul M. Heller
74718,Jonas qui aura 25 ans en l'an 2000,Drama,Drama,1976,Jean-Luc Bideau,Myriam Boyer,Alain Tanner,John Berger,116,movie,Jupiter Communications,French,France,7.4,Yves Gasser
74845,Mako: The Jaws of Death,Horror,Thriller,1976,Richard Jaeckel,Jennifer Bishop,William Grefe,William Grefe,91,movie,Cannon Film Distributors,English,USA,3.3,Bob Bagley
74878,A Matter of Time,Drama,Fantasy,1976,Liza Minnelli,Ingrid Bergman,Vincente Minnelli,Maurice Druon,97,movie,American Broadcasting Company (ABC),English,Italy,5.1,Samuel Z. Arkoff
75393,Vigilante Force,Action,Adventure,1976,Kris Kristofferson,Jan-Michael Vincent,George Armitage,George Armitage,89,movie,United Artists,English,USA,5.1,Gene Corman
74137,Gli amici di Nick Hezard,Action,Crime,1976,Luc Merenda,Lee J. Cobb,Fernando Di Leo,Alberto Silvestri,,movie,Raro Video/Nocturno,Italian,Italy,6.3,Ermanno Curti
75338,Tokyo Emmanuelle fujin,Drama,Drama,1975,Kumi Taguchi,Fujio Murakami,Akira KatÕâ,Toshio Ashizawa,70,movie,CinÕ©pix Film Properties (CFP),Japanese,Japan,5.8,NA
76044,For the Love of Benji,Adventure,Comedy,1977,Benjean,Art Vasil,Joe Camp,Joe Camp,85,movie,Mulberry Square Releasing,English,USA,5.8,Savas Alatis
76125,The Happy Hooker Goes to Washington,Comedy,Comedy,1977,Joey Heatherton,George Hamilton,William A. Levey,Robert Kaufman,89,movie,Cannon Film Distributors,English,USA,2.7,Steve Flaks
76301,The Late Show,Comedy,Mystery,1977,Art Carney,Lily Tomlin,Robert Benton,Robert Benton,93,movie,Warner Bros.,English,USA,7.1,Robert Altman
78231,29-Sep-51,Drama,Drama,1977,Richard Thomas,Susan Tyrrell,James Bridges,James Bridges,101,movie,Universal Pictures,English,USA,6.5,Jerry Weintraub
76820,Thunder and Lightning,Action,Adventure,1977,Sterling Holloway,Patrick Cranshaw,Corey Allen,William Hjortsberg,95,movie,Twentieth Century Fox Film Corporation,English,USA,5.4,Roger Corman
76902,Wakusei daisenso,Action,Adventure,1977,Kensaku Morita,YÕ_ko Asano,Jun Fukuda,Hideichi Nagahara,85,movie,Scotia International Filmverleih,Japanese,Japan,5.1,Fumio Tanaka
74702,J.A. Martin photographe,Drama,Drama,1977,Marcel Sabourin,Monique Mercure,Jean Beaudin,Jean Beaudin,100,movie,NA,French,Canada,8.2,Jean-Marc Garand
76808,Tendre poulet,Action,Comedy,1977,Annie Girardot,Philippe Noiret,Philippe de Broca,Jean-Paul Rouland,105,movie,G.E.F.,French,France,6.8,Robert Amon
72239,Symptoms,Horror,Horror,1974,Angela Pleasence,Peter Vaughan,JosÕ© RamÕ_n Larraz,JosÕ© RamÕ_n Larraz,91,movie,Bryanston Distributing,English,UK,6.4,Jean L. Dupuis
80808,The Gong Show Movie,Comedy,Comedy,1980,Robin Altman,Chuck Barris,Chuck Barris,Chuck Barris,89,movie,Universal Pictures,English,USA,3.9,Budd Granoff
77952,Movie Movie,Comedy,Musical,1978,George C. Scott,Trish Van Devere,Stanley Donen,Larry Gelbart,105,movie,ITC Entertainment Group,English,USA,6.6,Stanley Donen
77613,Girlfriends,Comedy,Drama,1978,Melanie Mayron,Eli Wallach,Claudia Weill,Claudia Weill,86,movie,Warner Bros.,English,USA,6.7,Patricia Churchill
78073,Perceval le Gallois,Drama,Music,1978,Fabrice Luchini,AndrÕ© Dussollier,Eric Rohmer,Eric Rohmer,140,movie,Les Films du Losange,French,France,7.2,Margaret MÕ©nÕ©goz
77152,Almost Summer,Comedy,Comedy,1978,Bruno Kirby,Lee Purcell,Martin Davidson,Judith Berg,88,movie,Universal Pictures,English,USA,5.4,Anthony R. Clarke
78195,The Sailor's Return,Drama,Drama,1978,Tom Bell,Shope Shodeinde,Jack Gold,David Garnett,100,movie,NA,English,UK,6.5,Verity Lambert
79123,The Europeans,Drama,Romance,1979,Lee Remick,Robin Ellis,James Ivory,Henry James,90,movie,Enterprise,English,UK,6.4,Connie Kaiserman
79225,Goldengirl,Drama,Sci-Fi,1979,Susan Anton,James Coburn,Joseph Sargent,John Kohn,104,movie,AVCO Embassy Pictures,English,USA,4.4,Alan Cluer
79583,Mr. Mike's Mondo Video,Comedy,Comedy,1979,Michael O'Donoghue,Dan Aykroyd,Michael O'Donoghue,Mitch Glazer,75,movie,New Line Cinema,English,USA,5.1,Tricia Brock
79754,The Prize Fighter,Comedy,Comedy,1979,Tim Conway,Don Knotts,Michael Preece,Tim Conway,99,movie,New World Pictures,English,USA,5.3,Wanda Dell
79723,Players,Drama,Romance,1979,Ali MacGraw,Dean Paul Martin,Anthony Harvey,Arnold Schulman,120,movie,Paramount Pictures,English,USA,4.4,Tommy Cook
79083,Die dritte Generation,Comedy,Crime,1979,Harry Baer,Hark Bohm,Rainer Werner Fassbinder,Rainer Werner Fassbinder,111,movie,New Yorker Films,German,West Germany,7.1,Harry Baer
78766,Americathon,Comedy,Comedy,1979,John Ritter,Harvey Korman,Neal Israel,Phil Proctor,86,movie,United Artists,English,USA,4.1,David Nichols
79136,Fast Break,Comedy,Sport,1979,Gabe Kaplan,Harold Sylvester,Jack Smight,Sandor Stern,107,movie,Columbia Pictures,English,USA,6,Jerry Frankel
78886,Boardwalk,Drama,Drama,1979,Ruth Gordon,Lee Strasberg,Stephen Verona,Leigh Chapman,98,movie,Atlantic Releasing Corporation,English,USA,6.7,Jack Cummins
78757,An Almost Perfect Affair,Comedy,Romance,1979,Keith Carradine,Monica Vitti,Michael Ritchie,Walter Bernstein,93,movie,Paramount Pictures,English,USA,5.3,Terry Carr
216682,Derek and Clive Get the Horn,Comedy,Comedy,1979,Dudley Moore,Peter Cook,Russell Mulcahy,Peter Cook,89,movie,GTO,English,UK,7.2,Dudley Moore
84060,Heidi's Song,Animation,Family,1982,Lorne Greene,Sammy Davis Jr.,Robert Taylor,Joseph Barbera,94,movie,Paramount Pictures,English,USA,6.1,Joseph Barbera
83107,Some Kind of Hero,Comedy,Crime,1982,Richard Pryor,Margot Kidder,Michael Pressman,Robert Boris,97,movie,Paramount Pictures,English,USA,5.6,Robert Boris
85873,Lovesick,Comedy,Fantasy,1983,Dudley Moore,Elizabeth McGovern,Marshall Brickman,Marshall Brickman,95,movie,"Ladd Company, The",English,USA,4.9,Charles Okun
86476,Trenchcoat,Comedy,Mystery,1983,Margot Kidder,Robert Hays,Michael Tuchner,Jeffrey Price,91,movie,Buena Vista Distribution Company,English,USA,5.3,Jerry Leider
87730,Misunderstood,Drama,Drama,1984,Gene Hackman,Henry Thomas,Jerry Schatzberg,Barra Grant,91,movie,MGM/UA Entertainment Company,English,Italy,6,Keith Barish
88249,Terror in the Aisles,Horror,Documentary,1984,Donald Pleasence,Nancy Allen,Andrew J. Kuehn,Margery Doppelt,84,movie,Universal Pictures,English,USA,6.4,Andrew J. Kuehn
75983,"Elisa, vida mÕ_a",Drama,Drama,1977,Fernando Rey,Geraldine Chaplin,Carlos Saura,Carlos Saura,125,movie,Emiliano Piedra,Spanish,Spain,7.4,ElÕ_as Querejeta
77393,A Dama do LotaÕ_Õ£o,Drama,Drama,1978,Sonia Braga,Nuno Leal Maia,Neville de Almeida,Neville de Almeida,90,movie,Atlantic Releasing Corporation,Portuguese,Brazil,6,Luiz Carlos Barreto
89883,Rappin',Drama,Music,1985,Mario Van Peebles,Eriq La Salle,Joel Silberg,Adam Friedman,92,movie,Cannon Pictures,English,USA,3.3,Yoram Globus
90904,Dangerously Close,Action,Crime,1986,John Stockwell,J. Eddie Peck,Albert Pyun,Scott Fields,95,movie,Cannon Film Distributors,English,USA,6.7,Yoram Globus
91123,GoBots: Battle of the Rock Lords,Animation,Animation,1986,Roddy McDowall,Telly Savalas,Don Lusk,Jeff Segal,75,movie,Atlantic Releasing Corporation,English,USA,5.6,Joseph Barbera
91282,Jake Speed,Adventure,Action,1986,Wayne Crawford,Dennis Christopher,Andrew Lane,Wayne Crawford,100,movie,New World Pictures,English,USA,5.2,Wayne Crawford
91668,Off Beat,Comedy,Crime,1986,Judge Reinhold,Meg Tilly,Michael Dinner,DezsÕ_ Magyar,92,movie,Buena Vista Pictures,English,USA,4.9,Joe Roth
91963,Sky Bandits,Action,Adventure,1986,Scott McGinnis,Jeff Osterhage,Zoran Perisic,Thom Keyes,105,movie,Galaxy International Releasing,English,UK,4.5,Richard Herland
93539,Million Dollar Mystery,Comedy,Mystery,1987,Eddie Deezen,Wendy Sherman,Richard Fleischer,Rudy De Luca,95,movie,De Laurentiis Entertainment Group (DEG),English,USA,4.8,Stephen F. Kesten
94078,Surrender,Comedy,Comedy,1987,Sally Field,Michael Caine,Jerry Belson,Jerry Belson,105,movie,Cannon Film Distributors Ltd.,English,USA,5.3,Wendy Greene Bricmont
98276,Second Sight,Comedy,Mystery,1989,John Larroquette,Bronson Pinchot,Joel Zwick,Tom Schulman,83,movie,Warner Bros.,English,USA,4.2,Joseph M. Caracciolo Jr.
77707,L'hypothÕŒse du tableau volÕ©,Drama,Mystery,1978,Jean Rougeul,Chantal Paley,Raoul Ruiz,Raoul Ruiz,66,movie,Coralie Films International,French,France,7.7,NA
100488,Rich Girl,Drama,Drama,1991,Jill Schoelen,Don Michael Paul,Joel Bender,Robert Elliot,96,movie,Studio Three Film Corporation,English,USA,6.3,Herb Linsey
99397,Defenseless,Mystery,Thriller,1991,Barbara Hershey,Sam Shepard,Martin Campbell,James Hicks,104,movie,Seven Arts Pictures,English,USA,5.8,Stuart Benjamin
103128,True Identity,Comedy,Comedy,1991,Lenny Henry,Frank Langella,Charles Lane,Andy Breckman,93,movie,Abril VÕ_deo,English,USA,5.1,Carol Baum
103141,Turtle Beach,Drama,Thriller,1992,Greta Scacchi,Joan Chen,Stephen Wallace,Blanche D'Alpuget,90,movie,Roadshow Entertainment,English,Australia,4.7,Graham Burke
114536,Steal Big Steal Little,Comedy,Comedy,1995,Andy Garcia,Alan Arkin,Andrew Davis,Andrew Davis,135,movie,Twentieth Century Fox Film Corporation,English,USA,4.8,Maher Ahmad
337996,DysFunktional Family,Comedy,Documentary,2003,Eddie Griffin,Joe Howard,George Gallo,Eddie Griffin,89,movie,Eddie Live LLC,English,USA,6.5,Paul Brooks
315273,Benji: Off the Leash!,Drama,Family,2004,Nick Whitaker,Nate Bynum,Joe Camp,Joe Camp,97,movie,Mulberry Square Releasing,English,USA,4.5,Joe Camp III
990376,Sarah Landon and the Paranormal Hour,Family,Horror,2007,Kurt Braun,Triston Coleman,Lisa Comrie,John Comrie,81,movie,Freestyle Releasing,English,USA,3.9,Andrew Cohen
892375,U2 3D,Documentary,Music,2007,Bono,Adam Clayton,Catherine Owens,NA,85,movie,National Geographic Entertainment,English,USA,8.4,David Chipon
1008023,Proud American,Drama,Drama,2008,Michael G. Davis,Cecelia Antoinette,Fred Ashman,Fred Ashman,115,movie,Gravitas Ventures,English,USA,1.1,Fred Ashman
1440770,X Games 3D: The Movie,Documentary,Sport,2009,Shaun White,Travis Pastrana,Steven Lawrence,Greg Jennings,92,movie,Walt Disney Studios Motion Pictures,English,USA,6.3,Matthew R. Brady
1686463,"Have Space Suit, Will Travel",NA,NA,NA,NA,NA,NA,NA,,movie,NA,NA,NA,NA,NA
228486,King Kung Fu,Action,Comedy,1976,John Ballee,Billy Schwartz,Lance D. Hayes,Lance D. Hayes,95,movie,Walterscheid Productions,English,USA,5.8,Bob Walterscheid
75940,Diamanti sporchi di sangue,Thriller,Thriller,1977,Claudio Cassinelli,Martin Balsam,Fernando Di Leo,Fernando Di Leo,,movie,IVC,Italian,Italy,6.2,Umberto Russo
69049,The Other Side of the Wind,NA,NA,2016,John Huston,Robert Random,Orson Welles,Orson Welles,,movie,NA,English,France,NA,Frank Marshall
64188,Crescendo,Horror,Thriller,1970,Stefanie Powers,James Olson,Alan Gibson,Jimmy Sangster,96,movie,Warner Bros.,English,UK,5.2,Michael Carreras
130633,Body of the Prey,Horror,Sci-Fi,1970,James Craig,Tota Kondo,Norman Thomson,Edward D. Wood Jr,94,movie,Mill Creek Entertainment,English,USA,2.8,Norman Thomson
342707,The Longest Most Meaningless Movie in the World,Documentary,Drama,1970,NA,NA,Vincent Patouillard,NA,2880,movie,NA,English,UK,6.5,Anthony Scott
130637,Dream No Evil,Drama,Horror,1970,Edmond O'Brien,Brooke Mills,John Hayes,John Hayes,84,movie,Kit Parker Films,English,USA,4.7,Daniel Cady
65709,Every Home Should Have One,Comedy,Comedy,1970,Marty Feldman,Judy Cornwell,Jim Clark,Marty Feldman,94,movie,British Lion Film Corporation,English,UK,4.9,Terry Glinwood
129134,The Hart of London,NA,NA,1970,NA,NA,Jack Chambers,NA,80,movie,Canadian Filmmakers' Distribution Centre,English,Canada,7,Jack Chambers
1517260,The Host,Adventure,Romance,2013,Rachel Roberts,Shyaam Karra,Andrew Niccol,Andrew Niccol,125,movie,Alfa Films,English,USA,5.9,Ray Angelic
1981677,Pitch Perfect,Comedy,Music,2012,Anna Kendrick,Skylar Astin,Jason Moore,Kay Cannon,112,movie,Distribution Company,English,USA,7.2,Elizabeth Banks
1045658,Silver Linings Playbook,Comedy,Drama,2012,Bradley Cooper,Jennifer Lawrence,David O. Russell,David O. Russell,122,movie,A-Film Distribution,English,USA,7.8,Bruce Cohen
1343092,The Great Gatsby,Drama,Romance,2013,Lisa Adam,Frank Aldridge,Baz Luhrmann,Baz Luhrmann,143,movie,ACME Film,English,Australia,7.3,Bruce Berman
1707386,Les MisÕ©rables,Drama,Musical,2012,Hugh Jackman,Russell Crowe,Tom Hooper,William Nicholson,158,movie,Universal Pictures,English,USA,7.6,Nicholas Allott
1659337,The Perks of Being a Wallflower,Drama,Romance,2012,Logan Lerman,Dylan McDermott,Stephen Chbosky,Stephen Chbosky,102,movie,Alfa Films,English,USA,8,Gillian Brown
1595656,To the Wonder,Drama,Romance,2012,Ben Affleck,Olga Kurylenko,Terrence Malick,Terrence Malick,112,movie,A-Film Distribution,English,USA,6,Glen Basner
1702439,Safe Haven,Drama,Romance,2013,Julianne Hough,Irene Ziegler,Lasse HallstrÕ_m,Dana Stevens,115,movie,A-Film Distribution,English,USA,6.7,Marty Bowen
1588173,Warm Bodies,Comedy,Horror,2013,Nicholas Hoult,Teresa Palmer,Jonathan Levine,Jonathan Levine,98,movie,Alfa Films,English,USA,6.9,Gillian Bohrer
1336608,Rock of Ages,Comedy,Drama,2012,Julianne Hough,Dakota Sage Grant,Adam Shankman,Justin Theroux,123,movie,Columbia TriStar Warner Filmes de Portugal,English,USA,5.9,Jimmy Badstibner
1673434,The Twilight Saga: Breaking Dawn - Part 2,Adventure,Drama,2012,Kristen Stewart,Robert Pattinson,Bill Condon,Melissa Rosenberg,115,movie,Alfa Films,English,USA,5.6,Bill Bannerman
1570728,"Crazy, Stupid, Love.",Comedy,Drama,2011,Steve Carell,Ryan Gosling,Glenn Ficarra,Dan Fogelman,118,movie,Acme Film,English,USA,7.4,Eryn Brown
1478338,Bridesmaids,Comedy,Romance,2011,Kristen Wiig,Terry Crews,Paul Feig,Kristen Wiig,125,movie,Universal Pictures Canada,English,USA,6.8,Judd Apatow
1965065,Save the Date,Comedy,Romance,2012,Lizzy Caplan,Alison Brie,Michael Mohan,Jeffrey Brown,97,movie,IFC Films,English,USA,5.7,Rachel Berk
1099212,Twilight,Drama,Fantasy,2008,Kristen Stewart,Sarah Clarke,Catherine Hardwicke,Melissa Rosenberg,122,movie,Summit Distribution,English,USA,5.2,Marty Bowen
109830,Forrest Gump,Drama,Romance,1994,Tom Hanks,Rebecca Williams,Robert Zemeckis,Winston Groom,142,movie,Paramount Pictures,English,USA,8.8,Wendy Finerman
332280,The Notebook,Drama,Romance,2004,Tim Ivey,Gena Rowlands,Nick Cassavetes,Jeremy Leven,123,movie,New Line Cinema,English,USA,7.9,Toby Emmerich
1748122,Moonrise Kingdom,Adventure,Comedy,2012,Bruce Willis,Edward Norton,Wes Anderson,Wes Anderson,94,movie,Ascot Elite Entertainment Group,English,USA,7.8,Wes Anderson
1538403,The Mortal Instruments: City of Bones,Action,Adventure,2013,Lily Collins,Jamie Campbell Bower,Harald Zwart,Jessica Postigo,130,movie,Central Partnership,English,USA,6,Don Carmody
120338,Titanic,Drama,Romance,1997,Leonardo DiCaprio,Kate Winslet,James Cameron,James Cameron,194,movie,Paramount Pictures,English,USA,7.7,James Cameron
2112210,My Awkward Sexual Adventure,Comedy,Romance,2012,Jonas Chernick,Emily Hampshire,Sean Garrity,Jonas Chernick,98,movie,ADS Service,English,Canada,6.1,Jonas Chernick
398286,Tangled,Animation,Adventure,2010,Mandy Moore,Zachary Levi,Nathan Greno,Dan Fogelman,100,movie,Walt Disney Studios Motion Pictures,English,USA,7.8,Roy Conli
1920849,Bachelorette,Comedy,Romance,2012,Kirsten Dunst,Rebel Wilson,Leslye Headland,Leslye Headland,87,movie,Cathay-Keris Films,English,USA,5.3,Matthew Vose Campbell
314331,Love Actually,Comedy,Drama,2003,Bill Nighy,Gregor Fisher,Richard Curtis,Richard Curtis,135,movie,Universal Pictures,English,UK,7.7,Tim Bevan
1120985,Blue Valentine,Drama,Romance,2010,Ryan Gosling,Michelle Williams,Derek Cianfrance,Derek Cianfrance,112,movie,Alliance Films,English,USA,7.4,Doug Dey
1540128,Playing for Keeps,Comedy,Romance,2012,Gerard Butler,Jessica Biel,Gabriele Muccino,Robbie Fox,105,movie,Distribution Company,English,USA,5.7,Andy Berman
1840309,Divergent,Adventure,Mystery,2014,Shailene Woodley,Theo James,Neil Burger,Evan Daugherty,139,movie,Alfa Films,English,USA,6.8,Lucy Fisher
1814621,Admission,Comedy,Drama,2013,Tina Fey,Ann Harada,Paul Weitz,Karen Croner,107,movie,E1 Films Canada,English,USA,5.7,Dan Balgoyen
163651,American Pie,Comedy,Romance,1999,Jason Biggs,Chris Klein,Paul Weitz,Adam Herz,95,movie,Universal Pictures,English,USA,7,Chris Bender
93779,The Princess Bride,Adventure,Comedy,1987,Cary Elwes,Mandy Patinkin,Rob Reiner,William Goldman,98,movie,Twentieth Century Fox Film Corporation,English,USA,8.1,Norman Lear1195478
338013,Eternal Sunshine of the Spotless Mind,Drama,Romance,2004,Jim Carrey,Kate Winslet,Michel Gondry,Charlie Kaufman,108,movie,Focus Features,English,USA,8.4,Georges Bermann
478311,Knocked Up,Comedy,Drama,2007,Seth Rogen,Katherine Heigl,Judd Apatow,Judd Apatow,129,movie,Taramount Film,English,USA,7,Judd Apatow
1632708,Friends with Benefits,Comedy,Romance,2011,Justin Timberlake,Mila Kunis,Will Gluck,Keith Merryman,109,movie,Columbia TriStar Warner Filmes de Portugal,English,USA,6.6,Alicia Emmrich
1596350,This Means War,Action,Comedy,2012,Reese Witherspoon,Chris Pine,McG,Timothy Dowling,103,movie,20th Century Fox Film de Mexico,English,USA,6.4,Ross Fanger
1126591,Burlesque,Drama,Music,2010,Cher,Christina Aguilera,Steve Antin,Steve Antin,119,movie,Audio Visual Entertainment,English,USA,6.4,Bojan Bazelli
88128,Sixteen Candles,Comedy,Romance,1984,Molly Ringwald,Justin Henry,John Hughes,John Hughes,93,movie,Universal Pictures,English,USA,7.2,Sean Daniel
446029,Scott Pilgrim vs. the World,Action,Comedy,2010,Michael Cera,Alison Pill,Edgar Wright,Michael Bacall,112,movie,Astaire,English,USA,7.5,J. Miles Dale
1862079,Safety Not Guaranteed,Comedy,Drama,2012,Aubrey Plaza,Lauren Carlos,Colin Trevorrow,Derek Connolly,86,movie,A-Film Benelux MSD,English,USA,7,Michael B. Clark
1022603,(500) Days of Summer,Comedy,Drama,2009,Joseph Gordon-Levitt,Zooey Deschanel,Marc Webb,Scott Neustadter,95,movie,Fox Searchlight Pictures,English,USA,7.8,Veronica Brooks
1001508,He's Just Not That Into You,Comedy,Drama,2009,Morgan Lily,Trenton Rogers,Ken Kwapis,Abby Kohn,129,movie,ARM Distribution,English,USA,6.4,Drew Barrymore
1606389,The Vow,Drama,Romance,2012,Rachel McAdams,Channing Tatum,Michael Sucsy,Jason Katims,104,movie,AcmeFilm,English,USA,6.8,Gary Barber
1282140,Easy A,Comedy,Romance,2010,Emma Stone,Penn Badgley,Will Gluck,Bert V. Royal,92,movie,InterComFilm,English,USA,7.1,Zanne Devine
1605783,Midnight in Paris,Comedy,Fantasy,2011,Owen Wilson,Rachel McAdams,Woody Allen,Woody Allen,94,movie,Mars Distribution,English,Spain,7.7,Letty Aronson
910970,WALLŒ‡E,Animation,Adventure,2008,Ben Burtt,Elissa Knight,Andrew Stanton,Andrew Stanton,98,movie,Audio Visual Entertainment,English,USA,8.4,Lindsey Collins
414387,Pride & Prejudice,Drama,Romance,2005,Keira Knightley,Talulah Riley,Joe Wright,Jane Austen,129,movie,StudioCanal,English,France,7.8,Tim Bevan
1840417,The Words,Drama,Mystery,2012,Dennis Quaid,John Hannah,Brian Klugman,Brian Klugman,102,movie,Alfa Films,English,USA,7.1,Michael Benaroya
1564367,Just Go with It,Comedy,Romance,2011,Adam Sandler,Jennifer Aniston,Dennis Dugan,Allan Loeb,117,movie,Columbia Pictures,English,USA,6.4,Barry Bernardi
119177,Gattaca,Drama,Sci-Fi,1997,Ethan Hawke,Uma Thurman,Andrew Niccol,Andrew Niccol,106,movie,Sony Pictures Entertainment (SPE),English,USA,7.8,Danny DeVito
405422,The 40 Year Old Virgin,Comedy,Romance,2005,Steve Carell,Catherine Keener,Judd Apatow,Judd Apatow,116,movie,Universal Pictures,English,USA,7.2,Judd Apatow
80339,Airplane!,Comedy,Comedy,1980,Kareem Abdul-Jabbar,Lloyd Bridges,Jim Abrahams,Jim Abrahams,88,movie,Paramount Pictures,English,USA,7.8,Jim Abrahams
265208,The Girl Next Door,Comedy,Drama,2004,Emile Hirsch,Elisha Cuthbert,Luke Greenfield,David Wagner,108,movie,Twentieth Century Fox Film Corporation,English,USA,6.8,Harry Gittes
427327,Hairspray,Comedy,Musical,2007,John Travolta,Michelle Pfeiffer,Adam Shankman,Leslie Dixon,117,movie,New Line Cinema,English,USA,6.8,Michael Disco
