movie_id,title,genre0,genre1,year,cast0,cast1,director,writer,runtime,kind,distributors,languages,countries,rating,producer
1640484,Jumping the Broom,Comedy,Drama,2011,Angela Bassett,Paula Patton,Salim Akil,Elizabeth Hunter,112,movie,Columbia Pictures,English,USA,5.6,Salim Akil
2215285,Madea's Witness Protection,Comedy,Crime,2012,Tyler Perry,Eugene Levy,Tyler Perry,Tyler Perry,114,movie,Lionsgate,English,USA,4.8,Ozzie Areu
1901040,Wrong,Comedy,Mystery,2012,Jack Plotnick,Eric Judor,Quentin Dupieux,Quentin Dupieux,94,movie,Drafthouse Films,English,France,6.2,Charles-Marie Anthonioz
2194499,About Time,Drama,Fantasy,2013,Domhnall Gleeson,Rachel McAdams,Richard Curtis,Richard Curtis,123,movie,B&H Film Distribution,English,UK,7.8,Nicky Kentish Barnes
884726,Legends of Oz: Dorothy's Return,Animation,Family,2013,Dan Aykroyd,James Belushi,Will Finn,Roger S. Baum,88,movie,Cineplex,English,USA,5.7,Roland Carroll
1441940,Broken,Drama,Romance,2012,Charlie Booty,Lily James,Rufus Norris,Daniel Clay,91,movie,Curious Films,English,UK,7.3,Wendy Bevan-Mogg
1907731,Nobody Walks,Drama,Drama,2012,John Krasinski,Olivia Thirlby,Ry Russo-Young,Lena Dunham,83,movie,Magnolia Pictures,English,USA,5.4,Warren Fischer
2347497,Silent Night,Comedy,Horror,2012,Malcolm McDowell,Jaime King,Steven C. Miller,Jayson Rothwell,94,movie,Anchor Bay Entertainment,English,Canada,5.2,Armen Aghaeian
1921070,Pusher,Crime,Thriller,2012,Richard Coyle,Bronson Webb,Luis Prieto,Matthew Read,89,movie,E1 Films Canada,English,UK,5.5,Allan Niblo
1735862,Dragon Eyes,Action,Crime,2012,Cung Le,Jean-Claude Van Damme,John Hyams,Tim Tori,91,movie,After Dark Films,English,USA,4.5,Alan Amiel
995845,The Courier,Action,Crime,2012,Jeffrey Dean Morgan,Josie Ho,Hany Abu-Assad,Brannon Coombs,99,movie,Nikkatsu,English,USA,4.5,Michael Arata
1986857,Hijacked,Action,Thriller,2012,Vinnie Jones,Rob Steinberg,Brandon Nutt,Brandon Nutt,86,movie,Anchor Bay Entertainment (UK),English,USA,3.8,Leonard Alsfeld
938305,Freaky Deaky,Comedy,Crime,2012,Billy Burke,Christian Slater,Charles Matthau,Elmore Leonard,90,movie,Entertainment One,English,USA,6.5,Ross Angel
1919090,Stash House,Thriller,Thriller,2012,Dolph Lundgren,Briana Evigan,Eduardo Rodriguez,Gary Spinelli,99,movie,After Dark Films,English,USA,4.8,Josh Adler
1726589,L!fe Happens,Comedy,Comedy,2011,Krysten Ritter,Kate Bosworth,Kat Coiro,Kat Coiro,100,movie,Lionsgate,English,USA,5.6,Carissa Blades
1582248,Puncture,Drama,Drama,2011,Chris Evans,Mark Kassen,Adam Kassen,Paul Danziger,100,movie,Millennium Entertainment,English,USA,6.9,Craig Cohen
1680114,Snowtown,Crime,Drama,2011,Lucas Pittaway,Bob Adriaens,Justin Kurzel,Shaun Grant,119,movie,ARP SÌ©lection,English,Australia,6.6,Robin Gutch
1436559,"Love, Wedding, Marriage",Comedy,Comedy,2011,Mandy Moore,Kellan Lutz,Dermot Mulroney,Anouska Chydzik,90,movie,IFC Films,English,USA,4.9,Jeff Abberley
1657283,Honey 2,Comedy,Drama,2011,Kat Graham,Randy Wayne,Bille Woodruff,Alyson Fouse,110,movie,Universal Pictures International (UPI),English,USA,5.3,Lisa Gooding
1735485,The Tunnel,Horror,Mystery,2011,Bel DeliÌÁ,Andy Rodoreda,Carlo Ledesma,Enzo Tedeschi,90,movie,Transmission Films,English,Australia,5.9,Julian Harvey
1087461,Megan Is Missing,Drama,Horror,2011,Amber Perkins,Rachel Quinn,Michael Goi,Michael Goi,85,movie,Anchor Bay Films,English,USA,5,Michael Goi
1509787,A Bag of Hammers,Comedy,Drama,2011,Jason Ritter,Jake Sandvig,Brian Crano,Brian Crano,85,movie,MPI Media Group,English,USA,6.7,Jennifer Barrons
1536410,Faces in the Crowd,Crime,Drama,2011,Milla Jovovich,Julian McMahon,Julien Magnat,Julien Magnat,103,movie,Nikkatsu,English,USA,5.7,Rhonda Baker
1711018,Vile,Horror,Horror,2011,Eric Jay Beck,April Matson,Taylor Sheridan,Eric Jay Beck,90,movie,Earth Gate,English,USA,5,Eric Jay Beck
1436568,Assassination Games,Action,Thriller,2011,Jean-Claude Van Damme,Scott Adkins,Ernie Barbarash,Aaron Rahsaan Thomas,101,movie,Motion Picture Corporation of America (MPCA),English,USA,6.2,Mark Bakunas
1433207,The Details,Comedy,Drama,2011,Tobey Maguire,Gary Schwartz,Jacob Aaron Estes,Jacob Aaron Estes,91,movie,RADiUS-TWC,English,USA,6.2,Lynn Givens
1707392,Lovely Molly,Drama,Horror,2011,Gretchen Lodge,Johnny Lewis,Eduardo SÌÁnchez,Jamie Nash,99,movie,Earth Star Entertainment,English,USA,5.3,Robin Cowie
1234654,Greenberg,Comedy,Drama,2010,Greta Gerwig,Koby Rouviere,Noah Baumbach,Jennifer Jason Leigh,107,movie,Focus Features,English,USA,6.1,Jennifer Jason Leigh
1181795,Bunraku,Action,Drama,2010,Josh Hartnett,Gackt,Guy Moshe,Boaz Davidson,124,movie,Indie Direct,English,USA,6.2,Ram Bergman
1334553,The Perfect Host,Comedy,Crime,2010,David Hyde Pierce,Clayne Crawford,Nick Tomnay,Nick Tomnay,93,movie,Magnet Releasing,English,USA,6.8,Rick Feder
1274300,The Tempest,Comedy,Drama,2010,Felicity Jones,Jude Akuwudike,Julie Taymor,Julie Taymor,110,movie,Touchstone Pictures,English,USA,5.4,Ronald M. Bozman
1434435,Mother's Day,Horror,Thriller,2010,Rebecca De Mornay,Jaime King,Darren Lynn Bousman,Scott Milam,112,movie,Anchor Bay Films,English,USA,6.3,Kyle Bornais
1185266,Stan Helsing,Comedy,Horror,2009,Steve Howey,Diora Baird,Bo Zenga,Bo Zenga,108,movie,Anchor Bay Films,English,Canada,3.6,Christian Arnold-Beutel
1174730,City Island,Comedy,Drama,2009,Andy Garcia,Julianna Margulies,Raymond De Felitta,Raymond De Felitta,104,movie,Anchor Bay Films,English,USA,7.4,Maria Teresa Arida
1296869,The Keeper,Action,Crime,2009,Steven Seagal,Liezl Carstens,Keoni Waxman,Paul A. Birkett,94,movie,"Klockworx, The",English,USA,5.2,Nicolas Chartier
1107860,The Maiden Heist,Comedy,Crime,2009,Christopher Walken,Joseph McKenna,Peter Hewitt,Michael LeSieur,90,movie,Entertainment One,English,USA,6.1,Dennis Brown
1314177,Damage,Action,Drama,2009,Steve Austin,Walton Goggins,Jeff King,Frank Hannah,102,movie,Nasser Group,English,USA,5.8,Tim Brown
1251757,Middle Men,Comedy,Crime,2009,Luke Wilson,Giovanni Ribisi,George Gallo,George Gallo,105,movie,Paramount Vantage,English,USA,6.6,Nate Blonde
1216516,Tinker Bell and the Lost Treasure,Animation,Adventure,2009,Mae Whitman,Jesse McCartney,Klay Hall,Klay Hall,81,movie,Audio Visual Enterprises,English,USA,6.7,Lorri Broda
1379177,The Disappearance of Alice Creed,Crime,Thriller,2009,Martin Compston,Eddie Marsan,J Blakeson,J Blakeson,96,movie,WestEnd Films,English,UK,6.8,Steve Christian
1337057,Rampage,Action,Crime,2009,Brendan Fletcher,Shaun Sipos,Uwe Boll,Uwe Boll,85,movie,Splendid Film,English,Canada,6.3,Uwe Boll
1247704,Women in Trouble,Comedy,Drama,2009,Carla Gugino,Adrianne Palicki,Sebastian Gutierrez,Sebastian Gutierrez,92,movie,Screen Media Films,English,USA,5.8,Sebastian Gutierrez
477139,Wristcutters: A Love Story,Comedy,Drama,2006,Patrick Fugit,Shannyn Sossamon,Goran Dukic,Goran Dukic,88,movie,Autonomous Films,English,USA,7.4,Charles Arthur Berg
848557,Diary of the Dead,Horror,Horror,2007,Michelle Morgan,Joshua Close,George A. Romero,George A. Romero,95,movie,Coliseo Films,English,USA,5.7,Steve Barnett
437954,Virgin Territory,Adventure,Comedy,2007,Ryan Cartwright,Christopher Egan,David Leland,David Leland,97,movie,Shaw Organisation,English,Italy,4.8,Tarak Ben Ammar
377091,Mean Creek,Crime,Drama,2004,Rory Culkin,Ryan Kelley,Jacob Aaron Estes,Jacob Aaron Estes,90,movie,Paramount Classics,English,USA,7.3,Deborah Del Prete
332375,Saved!,Comedy,Drama,2004,Jena Malone,Mandy Moore,Brian Dannelly,Brian Dannelly,92,movie,United Artists,English,USA,6.9,H. Kaye Dyal
857191,The Visitor,Drama,Drama,2007,Richard Jenkins,Haaz Sleiman,Tom McCarthy,Tom McCarthy,104,movie,Asociace CeskÌ_ch FilmovÌ_ch Klubu (ACFK),English,USA,7.7,Omar Amanat
913445,Young People Fucking,Comedy,Drama,2007,Aaron Abrams,Carly Pope,Martin Gero,Aaron Abrams,87,movie,RCV Film Distribution,English,Canada,6.3,Aaron Abrams
940580,Afterwards,Drama,Mystery,2008,Romain Duris,John Malkovich,Gilles Bourdos,Michel Spinosa,104,movie,Eureka,English,Germany,5.9,Dirk Beinhold
1107365,Open Season 2,Animation,Adventure,2008,Joel McHale,Mike Epps,Matthew O'Callaghan,David I. Stern,76,movie,Bontonfilm,English,USA,5.6,Kirk Bodyfelt
460745,Chaos Theory,Comedy,Drama,2008,Ryan Reynolds,Emily Mortimer,Marcos Siega,Daniel Taplitz,87,movie,Warner Bros. Entertainment,English,USA,6.8,Frederic Golchan
367089,The Squid and the Whale,Comedy,Drama,2005,Owen Kline,Jeff Daniels,Noah Baumbach,Noah Baumbach,81,movie,Barbar Film,English,USA,7.4,Wes Anderson
848281,The Deal,Comedy,Romance,2008,William H. Macy,Meg Ryan,Steven Schachter,William H. Macy,100,movie,Moonlight Films,English,Canada,5.7,Christine Adzich
460829,Inland Empire,Drama,Mystery,2006,Laura Dern,Jeremy Irons,David Lynch,David Lynch,180,movie,518 Media,English,France,7,Jay Aaseng
438315,Peaceful Warrior,Drama,Romance,2006,Scott Mechlowicz,Nick Nolte,Victor Salva,Kevin Bernhardt,120,movie,DEJ Productions,English,Germany,7.3,Mark Amin
366780,Mirrormask,Adventure,Fantasy,2005,Stephanie Leonidas,Jason Barry,Dave McKean,Neil Gaiman,101,movie,Golden Village Entertainment,English,UK,7,Martin G. Baker
796375,You Kill Me,Comedy,Crime,2007,Ben Kingsley,TÌ©a Leoni,John Dahl,Christopher Markus,93,movie,All Interactive Distribution,English,USA,6.5,Allison Adams
455782,The Hunting Party,Adventure,Comedy,2007,Terrence Howard,Richard Gere,Richard Shepard,Richard Shepard,101,movie,"Weinstein Company, The",English,USA,6.9,Bill Block
250468,Killing Me Softly,Drama,Mystery,2002,Heather Graham,Joseph Fiennes,Kaige Chen,Sean French,100,movie,Metro-Goldwyn-Mayer (MGM),English,USA,5.5,Anna Chi
168629,Dancer in the Dark,Crime,Drama,2000,BjÌ_rk,Catherine Deneuve,Lars von Trier,Lars von Trier,140,movie,Angel Films,English,Denmark,8,Malte Forssell
120907,eXistenZ,Horror,Sci-Fi,1999,Jennifer Jason Leigh,Jude Law,David Cronenberg,David Cronenberg,97,movie,Alliance Atlantis Communications,English,Canada,6.8,Bradley Adams
247199,The Believer,Drama,Drama,2001,Ryan Gosling,Peter Meadows,Henry Bean,Henry Bean,102,movie,Senso Films,English,USA,7.3,Daniel Diamond
308383,The Human Stain,Drama,Romance,2003,Anthony Hopkins,Nicole Kidman,Robert Benton,Philip Roth,106,movie,EuropaCorp. Distribution,English,USA,6.3,Ronald M. Bozman
335563,Wonderland,Crime,Drama,2003,Kate Bosworth,Carrie Fisher,James Cox,James Cox,104,movie,Lions Gate Films,English,USA,6.6,Peter Block
147612,Happiness,Comedy,Drama,1998,Jane Adams,Jon Lovitz,Todd Solondz,Todd Solondz,134,movie,Good Machine,English,USA,7.8,Ted Hope
115751,Breaking the Waves,Drama,Romance,1996,Emily Watson,Stellan SkarsgÌ´rd,Lars von Trier,Lars von Trier,159,movie,Edko Films,English,Denmark,7.9,Axel Helgeland
109045,"The Adventures of Priscilla, Queen of the Desert",Comedy,Music,1994,Hugo Weaving,Guy Pearce,Stephan Elliott,Stephan Elliott,104,movie,Gramercy Pictures (I),English,Australia,7.5,Al Clark
120148,Sliding Doors,Comedy,Drama,1998,Gwyneth Paltrow,John Hannah,Peter Howitt,Peter Howitt,99,movie,Lider Films,English,UK,6.8,Helen Booth
120692,Strike!,Comedy,Comedy,1998,Kirsten Dunst,Gaby Hoffmann,Sarah Kernochan,Sarah Kernochan,97,movie,Miramax,English,Italy,6.7,Melissa Chesman
124819,Orgazmo,Comedy,Comedy,1997,Trey Parker,Dian Bachar,Trey Parker,Trey Parker,94,movie,October Films,English,USA,6.2,Mark Damon
108122,Short Cuts,Comedy,Drama,1993,Andie MacDowell,Bruce Davison,Robert Altman,Raymond Carver,187,movie,Fine Line Features,English,USA,7.7,Cary Brokaw
97108,"The Cook, the Thief, His Wife & Her Lover",Crime,Drama,1989,Richard Bohringer,Michael Gambon,Peter Greenaway,Peter Greenaway,124,movie,Svensk Filmindustri (SF),English,UK,7.5,Pascale Dauman
96332,The Unbearable Lightness of Being,Drama,Romance,1988,Daniel Day-Lewis,Juliette Binoche,Philip Kaufman,Milan Kundera,171,movie,Orion Pictures,English,USA,7.4,Bertil Ohlsson
86979,Blood Simple.,Crime,Thriller,1984,John Getz,Frances McDormand,Joel Coen,Joel Coen,99,movie,Circle Films,English,USA,7.7,Daniel F. Bacaner
87884,"Paris, Texas",Drama,Drama,1984,Harry Dean Stanton,Sam Berry,Wim Wenders,L.M. Kit Carson,147,movie,Argos Films,English,West Germany,8.1,Anatole Dauman
82933,Possession,Drama,Horror,1981,Isabelle Adjani,Sam Neill,Andrzej Zulawski,Andrzej Zulawski,124,movie,Gaumont,English,France,7.3,Marie-Laure Reyre
82956,Puberty Blues,Comedy,Drama,1981,Nell Schofield,Jad Capelja,Bruce Beresford,Gabrielle Carey,87,movie,20th Century Fox,English,Australia,5.8,Margaret Kelly
77713,Day of the Woman,Horror,Horror,1978,Camille Keaton,Eron Tabor,Meir Zarchi,Meir Zarchi,101,movie,Cinemagic,English,USA,5.7,Meir Zarchi
1418377,"I, Frankenstein",Action,Fantasy,2014,Aaron Eckhart,Yvonne Strahovski,Stuart Beattie,Stuart Beattie,92,movie,A Company Czech,English,Australia,5.1,Matt Berenson
1262426,Wicked,Fantasy,Musical,NA,NA,NA,Stephen Daldry,Winnie Holzman,,movie,Universal Pictures,English,USA,NA,Marc Platt
73636,Rooster Cogburn,Adventure,Drama,1975,John Wayne,Katharine Hepburn,Stuart Millar,Charles Portis,108,movie,Universal Pictures,English,USA,6.9,Paul Nathan
76538,Pete's Dragon,Adventure,Family,1977,Helen Reddy,Jim Dale,Don Chaffey,Malcolm Marmorstein,128,movie,Buena Vista Distribution Company,English,USA,6.3,Jerome Courtland
78504,The Wiz,Adventure,Family,1978,Diana Ross,Michael Jackson,Sidney Lumet,L. Frank Baum,134,movie,Universal Pictures,English,USA,5.2,Rob Cohen
77766,Jaws 2,Horror,Thriller,1978,Roy Scheider,Lorraine Gary,Jeannot Szwarc,Peter Benchley,116,movie,Universal Pictures,English,USA,5.7,Joe Alves
78841,Being There,Comedy,Drama,1979,Peter Sellers,Shirley MacLaine,Hal Ashby,Jerzy Kosinski,130,movie,United Artists,English,USA,8,Andrew Braunsberg
86927,Bachelor Party,Comedy,Comedy,1984,Tom Hanks,Tawny Kitaen,Neal Israel,Bob Israel,105,movie,20th Century Fox,English,USA,6.3,Gautam Das
88814,The Black Cauldron,Animation,Adventure,1985,Grant Bardsley,Susan Sheridan,Ted Berman,Lloyd Alexander,80,movie,Buena Vista Pictures,English,USA,6.4,Joe Hale
88933,Cocoon,Sci-Fi,Sci-Fi,1985,Don Ameche,Wilford Brimley,Ron Howard,Tom Benedek,117,movie,Twentieth Century Fox Film Corporation,English,USA,6.6,David Brown
89175,Fright Night,Horror,Thriller,1985,Chris Sarandon,William Ragsdale,Tom Holland,Tom Holland,106,movie,Columbia Pictures,English,USA,7.1,Jerry A. Baerwitz
89907,The Return of the Living Dead,Comedy,Horror,1985,Clu Gulager,James Karen,Dan O'Bannon,Rudy Ricci,91,movie,Orion Pictures,English,USA,7.3,John Daly
89908,Return to Oz,Adventure,Family,1985,Fairuza Balk,Nicol Williamson,Walter Murch,L. Frank Baum,113,movie,Buena Vista Distribution Company,English,UK,6.7,Colin Michael Kitchens
90142,Teen Wolf,Comedy,Fantasy,1985,Michael J. Fox,James Hampton,Rod Daniel,Jeph Loeb,91,movie,Atlantic Releasing Corporation,English,USA,6,Thomas Coleman
90863,The Color of Money,Drama,Sport,1986,Paul Newman,Tom Cruise,Martin Scorsese,Walter Tevis,119,movie,Buena Vista Pictures,English,USA,7,Irving Axelrad
91541,The Money Pit,Comedy,Comedy,1986,Tom Hanks,Shelley Long,Richard Benjamin,David Giler,91,movie,Universal Pictures,English,USA,6.2,David Giler
92718,Can't Buy Me Love,Comedy,Drama,1987,Patrick Dempsey,Amanda Peterson,Steve Rash,Michael Swerdlick,94,movie,Buena Vista Pictures,English,USA,6.7,Ron Beckman
93148,Harry and the Hendersons,Comedy,Family,1987,John Lithgow,Melinda Dillon,William Dear,William Dear,110,movie,Universal Pictures,English,USA,5.9,William Dear
93407,Less Than Zero,Crime,Drama,1987,Andrew McCarthy,Jami Gertz,Marek Kanievska,Bret Easton Ellis,98,movie,Twentieth Century Fox Film Corporation,English,USA,6.3,Jon Avnet
95250,Le grand bleu,Action,Adventure,1988,Rosanna Arquette,Jean-Marc Barr,Luc Besson,Luc Besson,168,movie,Gaumont,English,France,7.7,Monty Diamond
95631,Midnight Run,Action,Comedy,1988,Robert De Niro,Charles Grodin,Martin Brest,George Gallo,126,movie,Universal Pictures,English,USA,7.6,Martin Brest
98282,"See No Evil, Hear No Evil",Comedy,Crime,1989,Richard Pryor,Gene Wilder,Arthur Hiller,Earl Barret,103,movie,TriStar Pictures,English,USA,6.8,Earl Barret
98439,Tango & Cash,Action,Comedy,1989,Sylvester Stallone,Kurt Russell,Andrey Konchalovskiy,Randy Feldman,104,movie,Warner Bros.,English,USA,6.3,Larry J. Franco
98536,Turner & Hooch,Comedy,Crime,1989,Tom Hanks,Mare Winningham,Roger Spottiswoode,Dennis Shryack,97,movie,Buena Vista Pictures,English,USA,6,Michele Ader
99052,Arachnophobia,Comedy,Horror,1990,Jeff Daniels,Harley Jane Kozak,Frank Marshall,Don Jakoby,103,movie,Buena Vista Pictures,English,USA,6.3,William S. Beasley
99422,Dick Tracy,Action,Comedy,1990,Warren Beatty,Charlie Korsmo,Warren Beatty,Chester Gould,105,movie,Buena Vista Pictures Distribution,English,USA,6.1,Warren Beatty
99700,Gremlins 2: The New Batch,Comedy,Horror,1990,Zach Galligan,Phoebe Cates,Joe Dante,Chris Columbus,106,movie,Warner Bros.,English,USA,6.3,Rick Baker
100114,Marked for Death,Action,Adventure,1990,Steven Seagal,Basil Wallace,Dwight H. Little,Michael Grais,93,movie,Twentieth Century Fox Film Corporation,English,USA,5.9,Michael Grais
100133,Memphis Belle,Action,Drama,1990,Matthew Modine,Eric Stoltz,Michael Caton-Jones,Monte Merrick,107,movie,Warner Bros.,English,UK,6.9,David Puttnam
100944,The Witches,Adventure,Comedy,1990,Anjelica Huston,Mai Zetterling,Nicolas Roeg,Roald Dahl,91,movie,Warner Bros.,English,UK,6.8,Jim Henson
101393,Backdraft,Action,Crime,1991,Kurt Russell,William Baldwin,Ron Howard,Gregory Widen,137,movie,Universal Pictures,English,USA,6.7,Raffaella De Laurentiis
101587,City Slickers,Comedy,Comedy,1991,Billy Crystal,Daniel Stern,Ron Underwood,Lowell Ganz,113,movie,Columbia Pictures,English,USA,6.7,Billy Crystal
103786,Beethoven,Comedy,Drama,1992,Charles Grodin,Bonnie Hunt,Brian Levant,John Hughes,87,movie,Universal Pictures,English,USA,5.5,Michael C. Gross
103859,Boomerang,Comedy,Drama,1992,Eddie Murphy,Robin Givens,Reginald Hudlin,Eddie Murphy,117,movie,Paramount Pictures,English,USA,5.4,Barry W. Blaustein
103893,Buffy the Vampire Slayer,Action,Comedy,1992,Kristy Swanson,Donald Sutherland,Fran Rubel Kuzui,Joss Whedon,86,movie,Twentieth Century Fox Film Corporation,English,USA,5.5,Carol Baum
104187,Encino Man,Comedy,Comedy,1992,Sean Astin,Brendan Fraser,Les Mayfield,George Zaloom,88,movie,Buena Vista Pictures,English,USA,5.6,Hilton A. Green
108162,Sliver,Thriller,Thriller,1993,Sharon Stone,William Baldwin,Phillip Noyce,Ira Levin,107,movie,Paramount Pictures,English,USA,4.9,Joe Eszterhas
107206,In the Line of Fire,Action,Crime,1993,Clint Eastwood,John Malkovich,Wolfgang Petersen,Jeff Maguire,128,movie,Columbia Pictures,English,USA,7.2,Jeff Apple
108525,Wayne's World 2,Comedy,Music,1993,Mike Myers,Dana Carvey,Stephen Surjik,Mike Myers,95,movie,Paramount Pictures,English,USA,6.1,Hawk Koch
109127,Angels in the Outfield,Comedy,Family,1994,Danny Glover,Brenda Fricker,William Dear,Dorothy Kingsley,102,movie,Buena Vista Pictures,English,USA,6,Roger Birnbaum
109836,Frankenstein,Drama,Horror,1994,Robert De Niro,Kenneth Branagh,Kenneth Branagh,Mary Shelley,123,movie,TriStar Pictures,English,USA,6.4,David Barron
110367,Little Women,Drama,Romance,1994,Winona Ryder,Gabriel Byrne,Gillian Armstrong,Louisa May Alcott,115,movie,Columbia Pictures,English,USA,7.3,Warren Carr
110478,Maverick,Action,Adventure,1994,Mel Gibson,Jodie Foster,Richard Donner,Roy Huggins,127,movie,Warner Bros.,English,USA,7,Alexander B. Collett
110622,Naked Gun 33 1/3: The Final Insult,Comedy,Crime,1994,Leslie Nielsen,Priscilla Presley,Peter Segal,Pat Proft,83,movie,Paramount Pictures,English,USA,6.4,Jim Abrahams
112572,The Brady Bunch Movie,Comedy,Comedy,1995,Shelley Long,Gary Cole,Betty Thomas,Sherwood Schwartz,90,movie,Paramount Pictures,English,USA,5.9,Barry M. Berg
112401,Assassins,Action,Crime,1995,Sylvester Stallone,Antonio Banderas,Richard Donner,Andy Wachowski,132,movie,Warner Bros.,English,France,6.3,Alexander B. Collett
113161,Get Shorty,Comedy,Crime,1995,John Travolta,Gene Hackman,Barry Sonnenfeld,Elmore Leonard,105,movie,Metro-Goldwyn-Mayer (MGM),English,USA,6.9,Danny DeVito
113820,Mighty Morphin Power Rangers: The Movie,Action,Adventure,1995,Karan Ashley,Johnny Yong Bosch,Bryan Spicer,John Kamps,95,movie,Twentieth Century Fox Film Corporation,English,USA,5.1,David Coatsworth
114168,Powder,Drama,Fantasy,1995,Mary Steenburgen,Sean Patrick Flanery,Victor Salva,Victor Salva,111,movie,Buena Vista Pictures,English,USA,6.5,Roger Birnbaum
114781,Under Siege 2: Dark Territory,Action,Thriller,1995,Steven Seagal,Eric Bogosian,Geoff Murphy,Richard Hatem,100,movie,Warner Bros.,English,USA,5.4,Gary W. Goldstein
116191,Emma,Comedy,Drama,1996,Gwyneth Paltrow,James Cosmo,Douglas McGrath,Jane Austen,120,movie,Kinowelt Filmverleih,English,UK,6.8,Patrick Cassavetti
116669,Jack,Comedy,Drama,1996,Robin Williams,Diane Lane,Francis Ford Coppola,James DeMonaco,113,movie,Buena Vista Pictures,English,USA,5.7,Doug Claybourne
117218,The Nutty Professor,Comedy,Romance,1996,Eddie Murphy,Jada Pinkett Smith,Tom Shadyac,Jerry Lewis,95,movie,Universal Pictures,English,USA,5.6,James D. Brubaker
117765,Striptease,Comedy,Crime,1996,Demi Moore,Burt Reynolds,Andrew Bergman,Carl Hiaasen,115,movie,Columbia Pictures,English,USA,4.3,Andrew Bergman
117438,Ransom,Crime,Thriller,1996,Mel Gibson,Rene Russo,Ron Howard,Cyril Hume,121,movie,Buena Vista Pictures,English,USA,6.6,Brian Grazer
119173,G.I. Jane,Action,Drama,1997,Demi Moore,Viggo Mortensen,Ridley Scott,Danielle Alexandra,125,movie,Buena Vista Pictures,English,USA,5.8,Danielle Alexandra
119807,Nothing to Lose,Action,Adventure,1997,Martin Lawrence,Tim Robbins,Steve Oedekerk,Steve Oedekerk,98,movie,Buena Vista Pictures,English,USA,6.7,Martin Bregman
120787,A Perfect Murder,Crime,Drama,1998,Michael Douglas,Gwyneth Paltrow,Andrew Davis,Frederick Knott,107,movie,Warner Bros.,English,USA,6.5,Lowell D. Blank
120828,Six Days Seven Nights,Action,Adventure,1998,Harrison Ford,Anne Heche,Ivan Reitman,Michael Browning,98,movie,Buena Vista International (Sweden),English,USA,5.7,Julie Bergman Sender
120902,The X Files,Drama,Mystery,1998,David Duchovny,Gillian Anderson,Rob Bowman,Chris Carter,121,movie,Twentieth Century Fox Film Corporation,English,USA,7,Mary Astadourian
130018,I Still Know What You Did Last Summer,Horror,Mystery,1998,Jennifer Love Hewitt,Freddie Prinze Jr.,Danny Cannon,Lois Duncan,100,movie,Sony Pictures Entertainment (SPE),English,USA,4.5,William S. Beasley
124879,Simon Birch,Comedy,Drama,1998,Joseph Mazzello,Ashley Judd,Mark Steven Johnson,Mark Steven Johnson,114,movie,Svenska Filminstitutet (SFI),English,USA,6.9,John Baldecchi
120324,A Simple Plan,Crime,Drama,1998,Bill Paxton,Bridget Fonda,Sam Raimi,Scott B. Smith,121,movie,Paramount Pictures,English,UK,7.5,Mark Gordon
120832,Snake Eyes,Action,Crime,1998,Nicolas Cage,Gary Sinise,Brian De Palma,Brian De Palma,98,movie,Paramount Pictures,English,USA,5.9,Brian De Palma
120157,Soldier,Action,Drama,1998,Kurt Russell,Jason Scott Lee,Paul W.S. Anderson,David Webb Peoples,99,movie,Warner Bros. Entertainment,English,UK,5.9,Jeremy Bolt
146336,Urban Legend,Horror,Mystery,1998,Jared Leto,Alicia Witt,Jamie Blanks,Silvio Horta,99,movie,Columbia TriStar Egmont Film Distributors,English,USA,5.5,Brad Luff
120877,Vampires,Action,Horror,1998,James Woods,Daniel Baldwin,John Carpenter,John Steakley,108,movie,Arthaus Filmverleih,English,USA,6.1,Don Jakoby
182789,Bicentennial Man,Comedy,Drama,1999,Robin Williams,Embeth Davidtz,Chris Columbus,Isaac Asimov,132,movie,Buena Vista Pictures,English,USA,6.8,Michael Barnathan
181316,Blue Streak,Action,Comedy,1999,Martin Lawrence,Luke Wilson,Les Mayfield,Michael Berry,93,movie,Sony Pictures Entertainment (SPE),English,USA,6.3,Peaches Davis
144214,The General's Daughter,Drama,Mystery,1999,John Travolta,Madeleine Stowe,Simon West,Nelson DeMille,116,movie,Paramount Pictures,English,USA,6.2,Anson Downes
185371,House on Haunted Hill,Horror,Mystery,1999,Geoffrey Rush,Famke Janssen,William Malone,Robb White,93,movie,20th Century Fox,English,USA,5.6,Gilbert Adler
139462,Message in a Bottle,Drama,Romance,1999,Kevin Costner,Robin Wright,Luis Mandoki,Nicholas Sparks,131,movie,Warner Bros.,English,USA,6.1,Kevin Costner
140379,A Midsummer Night's Dream,Comedy,Fantasy,1999,Kevin Kline,Michelle Pfeiffer,Michael Hoffman,William Shakespeare,116,movie,Twentieth Century Fox Film Corporation,English,Italy,6.5,Nigel Goldsack
132245,Driven,Action,Drama,2001,Sylvester Stallone,Burt Reynolds,Renny Harlin,Jan Skrentny,116,movie,Sandrew Metronome Distribution Sverige AB,English,USA,4.5,Don Carmody
268995,The Majestic,Drama,Romance,2001,Jim Carrey,Bob Balaban,Frank Darabont,Michael Sloane,152,movie,Warner Bros.,English,USA,6.9,Jim Behnke
236493,The Mexican,Adventure,Comedy,2001,Brad Pitt,Julia Roberts,Gore Verbinski,J.H. Wyman,123,movie,DreamWorks Distribution,English,USA,6.1,John Baldecchi
